death_date,death_weekday,death_week_ending,ethnicity_mpao,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2023-06-02,Friday,2023-06-04,Maori,0,0,0,0
2023-06-02,Friday,2023-06-04,Pacific peoples,0,0,0,0
2023-06-02,Friday,2023-06-04,Asian,0,0,0.1429,0.0239
2023-06-02,Friday,2023-06-04,European or Other,2,0.0706,2.2857,0.0807
2023-06-01,Thursday,2023-06-04,Maori,0,0,0,0
2023-06-01,Thursday,2023-06-04,Pacific peoples,0,0,0,0
2023-06-01,Thursday,2023-06-04,Asian,0,0,0.1429,0.0239
2023-06-01,Thursday,2023-06-04,European or Other,4,0.1412,2.2857,0.0807
2023-05-31,Wednesday,2023-06-04,Maori,0,0,0,0
2023-05-31,Wednesday,2023-06-04,Pacific peoples,0,0,0,0
2023-05-31,Wednesday,2023-06-04,Asian,0,0,0.1429,0.0239
2023-05-31,Wednesday,2023-06-04,European or Other,2,0.0706,1.8571,0.0655
2023-05-30,Tuesday,2023-06-04,Maori,0,0,0,0
2023-05-30,Tuesday,2023-06-04,Pacific peoples,0,0,0,0
2023-05-30,Tuesday,2023-06-04,Asian,0,0,0.1429,0.0239
2023-05-30,Tuesday,2023-06-04,European or Other,0,0,1.8571,0.0655
2023-05-29,Monday,2023-06-04,Maori,0,0,0,0
2023-05-29,Monday,2023-06-04,Pacific peoples,0,0,0,0
2023-05-29,Monday,2023-06-04,Asian,0,0,0.1429,0.0239
2023-05-29,Monday,2023-06-04,European or Other,2,0.0706,2.2857,0.0807
2023-05-28,Sunday,2023-05-28,Maori,0,0,0,0
2023-05-28,Sunday,2023-05-28,Pacific peoples,0,0,0,0
2023-05-28,Sunday,2023-05-28,Asian,1,0.1672,0.1429,0.0239
2023-05-28,Sunday,2023-05-28,European or Other,4,0.1412,2.5714,0.0907
2023-05-27,Saturday,2023-05-28,Maori,0,0,0,0
2023-05-27,Saturday,2023-05-28,Pacific peoples,0,0,0,0
2023-05-27,Saturday,2023-05-28,Asian,0,0,0,0
2023-05-27,Saturday,2023-05-28,European or Other,2,0.0706,2.2857,0.0807
2023-05-26,Friday,2023-05-28,Maori,0,0,0,0
2023-05-26,Friday,2023-05-28,Pacific peoples,0,0,0,0
2023-05-26,Friday,2023-05-28,Asian,0,0,0.1429,0.0239
2023-05-26,Friday,2023-05-28,European or Other,2,0.0706,2.5714,0.0907
2023-05-25,Thursday,2023-05-28,Maori,0,0,0.1429,0.0221
2023-05-25,Thursday,2023-05-28,Pacific peoples,0,0,0,0
2023-05-25,Thursday,2023-05-28,Asian,0,0,0.1429,0.0239
2023-05-25,Thursday,2023-05-28,European or Other,1,0.0353,2.5714,0.0907
2023-05-24,Wednesday,2023-05-28,Maori,0,0,0.1429,0.0221
2023-05-24,Wednesday,2023-05-28,Pacific peoples,0,0,0.1429,0.0497
2023-05-24,Wednesday,2023-05-28,Asian,0,0,0.1429,0.0239
2023-05-24,Wednesday,2023-05-28,European or Other,2,0.0706,3.1429,0.1109
2023-05-23,Tuesday,2023-05-28,Maori,0,0,0.4286,0.0662
2023-05-23,Tuesday,2023-05-28,Pacific peoples,0,0,0.1429,0.0497
2023-05-23,Tuesday,2023-05-28,Asian,0,0,0.1429,0.0239
2023-05-23,Tuesday,2023-05-28,European or Other,3,0.1059,3.7143,0.1311
2023-05-22,Monday,2023-05-28,Maori,0,0,0.4286,0.0662
2023-05-22,Monday,2023-05-28,Pacific peoples,0,0,0.1429,0.0497
2023-05-22,Monday,2023-05-28,Asian,0,0,0.1429,0.0239
2023-05-22,Monday,2023-05-28,European or Other,4,0.1412,3.5714,0.126
2023-05-21,Sunday,2023-05-21,Maori,0,0,0.4286,0.0662
2023-05-21,Sunday,2023-05-21,Pacific peoples,0,0,0.1429,0.0497
2023-05-21,Sunday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-21,Sunday,2023-05-21,European or Other,2,0.0706,4,0.1412
2023-05-20,Saturday,2023-05-21,Maori,0,0,0.4286,0.0662
2023-05-20,Saturday,2023-05-21,Pacific peoples,0,0,0.1429,0.0497
2023-05-20,Saturday,2023-05-21,Asian,1,0.1672,0.1429,0.0239
2023-05-20,Saturday,2023-05-21,European or Other,4,0.1412,4.5714,0.1613
2023-05-19,Friday,2023-05-21,Maori,1,0.1544,0.4286,0.0662
2023-05-19,Friday,2023-05-21,Pacific peoples,0,0,0.2857,0.0995
2023-05-19,Friday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-19,Friday,2023-05-21,European or Other,2,0.0706,4.7143,0.1664
2023-05-18,Thursday,2023-05-21,Maori,0,0,0.2857,0.0441
2023-05-18,Thursday,2023-05-21,Pacific peoples,1,0.3482,0.2857,0.0995
2023-05-18,Thursday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-18,Thursday,2023-05-21,European or Other,5,0.1764,4.8571,0.1714
2023-05-17,Wednesday,2023-05-21,Maori,2,0.3089,0.2857,0.0441
2023-05-17,Wednesday,2023-05-21,Pacific peoples,0,0,0.1429,0.0497
2023-05-17,Wednesday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-17,Wednesday,2023-05-21,European or Other,6,0.2117,4.5714,0.1613
2023-05-16,Tuesday,2023-05-21,Maori,0,0,0,0
2023-05-16,Tuesday,2023-05-21,Pacific peoples,0,0,0.1429,0.0497
2023-05-16,Tuesday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-16,Tuesday,2023-05-21,European or Other,2,0.0706,4.2857,0.1512
2023-05-15,Monday,2023-05-21,Maori,0,0,0.1429,0.0221
2023-05-15,Monday,2023-05-21,Pacific peoples,0,0,0.1429,0.0497
2023-05-15,Monday,2023-05-21,Asian,0,0,0.1429,0.0239
2023-05-15,Monday,2023-05-21,European or Other,7,0.247,4.8571,0.1714
2023-05-14,Sunday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-14,Sunday,2023-05-14,Pacific peoples,0,0,0.2857,0.0995
2023-05-14,Sunday,2023-05-14,Asian,0,0,0.1429,0.0239
2023-05-14,Sunday,2023-05-14,European or Other,6,0.2117,4.8571,0.1714
2023-05-13,Saturday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-13,Saturday,2023-05-14,Pacific peoples,1,0.3482,0.2857,0.0995
2023-05-13,Saturday,2023-05-14,Asian,1,0.1672,0.1429,0.0239
2023-05-13,Saturday,2023-05-14,European or Other,5,0.1764,5,0.1764
2023-05-12,Friday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-12,Friday,2023-05-14,Pacific peoples,0,0,0.1429,0.0497
2023-05-12,Friday,2023-05-14,Asian,0,0,0,0
2023-05-12,Friday,2023-05-14,European or Other,3,0.1059,4.8571,0.1714
2023-05-11,Thursday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-11,Thursday,2023-05-14,Pacific peoples,0,0,0.1429,0.0497
2023-05-11,Thursday,2023-05-14,Asian,0,0,0.1429,0.0239
2023-05-11,Thursday,2023-05-14,European or Other,3,0.1059,5,0.1764
2023-05-10,Wednesday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-10,Wednesday,2023-05-14,Pacific peoples,0,0,0.1429,0.0497
2023-05-10,Wednesday,2023-05-14,Asian,0,0,0.1429,0.0239
2023-05-10,Wednesday,2023-05-14,European or Other,4,0.1412,5.2857,0.1865
2023-05-09,Tuesday,2023-05-14,Maori,1,0.1544,0.1429,0.0221
2023-05-09,Tuesday,2023-05-14,Pacific peoples,0,0,0.1429,0.0497
2023-05-09,Tuesday,2023-05-14,Asian,0,0,0.1429,0.0239
2023-05-09,Tuesday,2023-05-14,European or Other,6,0.2117,5.5714,0.1966
2023-05-08,Monday,2023-05-14,Maori,0,0,0.1429,0.0221
2023-05-08,Monday,2023-05-14,Pacific peoples,1,0.3482,0.1429,0.0497
2023-05-08,Monday,2023-05-14,Asian,0,0,0.1429,0.0239
2023-05-08,Monday,2023-05-14,European or Other,7,0.247,5.8571,0.2067
2023-05-07,Sunday,2023-05-07,Maori,0,0,0.2857,0.0441
2023-05-07,Sunday,2023-05-07,Pacific peoples,0,0,0,0
2023-05-07,Sunday,2023-05-07,Asian,0,0,0.1429,0.0239
2023-05-07,Sunday,2023-05-07,European or Other,7,0.247,5,0.1764
2023-05-06,Saturday,2023-05-07,Maori,0,0,0.2857,0.0441
2023-05-06,Saturday,2023-05-07,Pacific peoples,0,0,0,0
2023-05-06,Saturday,2023-05-07,Asian,0,0,0.2857,0.0478
2023-05-06,Saturday,2023-05-07,European or Other,4,0.1412,4.2857,0.1512
2023-05-05,Friday,2023-05-07,Maori,0,0,0.2857,0.0441
2023-05-05,Friday,2023-05-07,Pacific peoples,0,0,0.1429,0.0497
2023-05-05,Friday,2023-05-07,Asian,1,0.1672,0.4286,0.0716
2023-05-05,Friday,2023-05-07,European or Other,4,0.1412,4.4286,0.1563
2023-05-04,Thursday,2023-05-07,Maori,0,0,0.4286,0.0662
2023-05-04,Thursday,2023-05-07,Pacific peoples,0,0,0.2857,0.0995
2023-05-04,Thursday,2023-05-07,Asian,0,0,0.2857,0.0478
2023-05-04,Thursday,2023-05-07,European or Other,5,0.1764,4.4286,0.1563
2023-05-03,Wednesday,2023-05-07,Maori,0,0,0.5714,0.0883
2023-05-03,Wednesday,2023-05-07,Pacific peoples,0,0,0.2857,0.0995
2023-05-03,Wednesday,2023-05-07,Asian,0,0,0.2857,0.0478
2023-05-03,Wednesday,2023-05-07,European or Other,6,0.2117,4.5714,0.1613
2023-05-02,Tuesday,2023-05-07,Maori,1,0.1544,0.5714,0.0883
2023-05-02,Tuesday,2023-05-07,Pacific peoples,0,0,0.2857,0.0995
2023-05-02,Tuesday,2023-05-07,Asian,0,0,0.2857,0.0478
2023-05-02,Tuesday,2023-05-07,European or Other,8,0.2823,3.7143,0.1311
2023-05-01,Monday,2023-05-07,Maori,1,0.1544,0.4286,0.0662
2023-05-01,Monday,2023-05-07,Pacific peoples,0,0,0.4286,0.1492
2023-05-01,Monday,2023-05-07,Asian,0,0,0.2857,0.0478
2023-05-01,Monday,2023-05-07,European or Other,1,0.0353,3,0.1059
2023-04-30,Sunday,2023-04-30,Maori,0,0,0.2857,0.0441
2023-04-30,Sunday,2023-04-30,Pacific peoples,0,0,0.4286,0.1492
2023-04-30,Sunday,2023-04-30,Asian,1,0.1672,0.2857,0.0478
2023-04-30,Sunday,2023-04-30,European or Other,2,0.0706,3.1429,0.1109
2023-04-29,Saturday,2023-04-30,Maori,0,0,0.2857,0.0441
2023-04-29,Saturday,2023-04-30,Pacific peoples,1,0.3482,0.4286,0.1492
2023-04-29,Saturday,2023-04-30,Asian,1,0.1672,0.1429,0.0239
2023-04-29,Saturday,2023-04-30,European or Other,5,0.1764,3.7143,0.1311
2023-04-28,Friday,2023-04-30,Maori,1,0.1544,0.2857,0.0441
2023-04-28,Friday,2023-04-30,Pacific peoples,1,0.3482,0.2857,0.0995
2023-04-28,Friday,2023-04-30,Asian,0,0,0,0
2023-04-28,Friday,2023-04-30,European or Other,4,0.1412,3.4286,0.121
2023-04-27,Thursday,2023-04-30,Maori,1,0.1544,0.2857,0.0441
2023-04-27,Thursday,2023-04-30,Pacific peoples,0,0,0.1429,0.0497
2023-04-27,Thursday,2023-04-30,Asian,0,0,0.1429,0.0239
2023-04-27,Thursday,2023-04-30,European or Other,6,0.2117,3.4286,0.121
2023-04-26,Wednesday,2023-04-30,Maori,0,0,0.1429,0.0221
2023-04-26,Wednesday,2023-04-30,Pacific peoples,0,0,0.1429,0.0497
2023-04-26,Wednesday,2023-04-30,Asian,0,0,0.1429,0.0239
2023-04-26,Wednesday,2023-04-30,European or Other,0,0,3.2857,0.1159
2023-04-25,Tuesday,2023-04-30,Maori,0,0,0.1429,0.0221
2023-04-25,Tuesday,2023-04-30,Pacific peoples,1,0.3482,0.1429,0.0497
2023-04-25,Tuesday,2023-04-30,Asian,0,0,0.1429,0.0239
2023-04-25,Tuesday,2023-04-30,European or Other,3,0.1059,3.7143,0.1311
2023-04-24,Monday,2023-04-30,Maori,0,0,0.1429,0.0221
2023-04-24,Monday,2023-04-30,Pacific peoples,0,0,0,0
2023-04-24,Monday,2023-04-30,Asian,0,0,0.1429,0.0239
2023-04-24,Monday,2023-04-30,European or Other,2,0.0706,3.8571,0.1361
2023-04-23,Sunday,2023-04-23,Maori,0,0,0.1429,0.0221
2023-04-23,Sunday,2023-04-23,Pacific peoples,0,0,0,0
2023-04-23,Sunday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-23,Sunday,2023-04-23,European or Other,6,0.2117,5,0.1764
2023-04-22,Saturday,2023-04-23,Maori,0,0,0.1429,0.0221
2023-04-22,Saturday,2023-04-23,Pacific peoples,0,0,0,0
2023-04-22,Saturday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-22,Saturday,2023-04-23,European or Other,3,0.1059,4.2857,0.1512
2023-04-21,Friday,2023-04-23,Maori,1,0.1544,0.1429,0.0221
2023-04-21,Friday,2023-04-23,Pacific peoples,0,0,0,0
2023-04-21,Friday,2023-04-23,Asian,1,0.1672,0.2857,0.0478
2023-04-21,Friday,2023-04-23,European or Other,4,0.1412,4.4286,0.1563
2023-04-20,Thursday,2023-04-23,Maori,0,0,0,0
2023-04-20,Thursday,2023-04-23,Pacific peoples,0,0,0,0
2023-04-20,Thursday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-20,Thursday,2023-04-23,European or Other,5,0.1764,4,0.1412
2023-04-19,Wednesday,2023-04-23,Maori,0,0,0.1429,0.0221
2023-04-19,Wednesday,2023-04-23,Pacific peoples,0,0,0.1429,0.0497
2023-04-19,Wednesday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-19,Wednesday,2023-04-23,European or Other,3,0.1059,3.7143,0.1311
2023-04-18,Tuesday,2023-04-23,Maori,0,0,0.1429,0.0221
2023-04-18,Tuesday,2023-04-23,Pacific peoples,0,0,0.1429,0.0497
2023-04-18,Tuesday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-18,Tuesday,2023-04-23,European or Other,4,0.1412,3.7143,0.1311
2023-04-17,Monday,2023-04-23,Maori,0,0,0.1429,0.0221
2023-04-17,Monday,2023-04-23,Pacific peoples,0,0,0.1429,0.0497
2023-04-17,Monday,2023-04-23,Asian,0,0,0.1429,0.0239
2023-04-17,Monday,2023-04-23,European or Other,10,0.3529,3.4286,0.121
2023-04-16,Sunday,2023-04-16,Maori,0,0,0.2857,0.0441
2023-04-16,Sunday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-16,Sunday,2023-04-16,Asian,0,0,0.2857,0.0478
2023-04-16,Sunday,2023-04-16,European or Other,1,0.0353,2.2857,0.0807
2023-04-15,Saturday,2023-04-16,Maori,0,0,0.4286,0.0662
2023-04-15,Saturday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-15,Saturday,2023-04-16,Asian,1,0.1672,0.4286,0.0716
2023-04-15,Saturday,2023-04-16,European or Other,4,0.1412,2.2857,0.0807
2023-04-14,Friday,2023-04-16,Maori,0,0,0.4286,0.0662
2023-04-14,Friday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-14,Friday,2023-04-16,Asian,0,0,0.2857,0.0478
2023-04-14,Friday,2023-04-16,European or Other,1,0.0353,1.7143,0.0605
2023-04-13,Thursday,2023-04-16,Maori,1,0.1544,0.4286,0.0662
2023-04-13,Thursday,2023-04-16,Pacific peoples,1,0.3482,0.2857,0.0995
2023-04-13,Thursday,2023-04-16,Asian,0,0,0.4286,0.0716
2023-04-13,Thursday,2023-04-16,European or Other,3,0.1059,2.1429,0.0756
2023-04-12,Wednesday,2023-04-16,Maori,0,0,0.2857,0.0441
2023-04-12,Wednesday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-12,Wednesday,2023-04-16,Asian,0,0,0.4286,0.0716
2023-04-12,Wednesday,2023-04-16,European or Other,3,0.1059,2.4286,0.0857
2023-04-11,Tuesday,2023-04-16,Maori,0,0,0.2857,0.0441
2023-04-11,Tuesday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-11,Tuesday,2023-04-16,Asian,0,0,0.4286,0.0716
2023-04-11,Tuesday,2023-04-16,European or Other,2,0.0706,2.1429,0.0756
2023-04-10,Monday,2023-04-16,Maori,1,0.1544,0.4286,0.0662
2023-04-10,Monday,2023-04-16,Pacific peoples,0,0,0.1429,0.0497
2023-04-10,Monday,2023-04-16,Asian,1,0.1672,0.4286,0.0716
2023-04-10,Monday,2023-04-16,European or Other,2,0.0706,2,0.0706
2023-04-09,Sunday,2023-04-09,Maori,1,0.1544,0.2857,0.0441
2023-04-09,Sunday,2023-04-09,Pacific peoples,0,0,0.1429,0.0497
2023-04-09,Sunday,2023-04-09,Asian,1,0.1672,0.2857,0.0478
2023-04-09,Sunday,2023-04-09,European or Other,1,0.0353,2,0.0706
2023-04-08,Saturday,2023-04-09,Maori,0,0,0.1429,0.0221
2023-04-08,Saturday,2023-04-09,Pacific peoples,0,0,0.1429,0.0497
2023-04-08,Saturday,2023-04-09,Asian,0,0,0.1429,0.0239
2023-04-08,Saturday,2023-04-09,European or Other,0,0,2.1429,0.0756
2023-04-07,Friday,2023-04-09,Maori,0,0,0.1429,0.0221
2023-04-07,Friday,2023-04-09,Pacific peoples,1,0.3482,0.1429,0.0497
2023-04-07,Friday,2023-04-09,Asian,1,0.1672,0.1429,0.0239
2023-04-07,Friday,2023-04-09,European or Other,4,0.1412,2.4286,0.0857
2023-04-06,Thursday,2023-04-09,Maori,0,0,0.1429,0.0221
2023-04-06,Thursday,2023-04-09,Pacific peoples,0,0,0,0
2023-04-06,Thursday,2023-04-09,Asian,0,0,0,0
2023-04-06,Thursday,2023-04-09,European or Other,5,0.1764,1.8571,0.0655
2023-04-05,Wednesday,2023-04-09,Maori,0,0,0.1429,0.0221
2023-04-05,Wednesday,2023-04-09,Pacific peoples,0,0,0,0
2023-04-05,Wednesday,2023-04-09,Asian,0,0,0,0
2023-04-05,Wednesday,2023-04-09,European or Other,1,0.0353,1.4286,0.0504
2023-04-04,Tuesday,2023-04-09,Maori,1,0.1544,0.1429,0.0221
2023-04-04,Tuesday,2023-04-09,Pacific peoples,0,0,0,0
2023-04-04,Tuesday,2023-04-09,Asian,0,0,0,0
2023-04-04,Tuesday,2023-04-09,European or Other,1,0.0353,1.5714,0.0555
2023-04-03,Monday,2023-04-09,Maori,0,0,0,0
2023-04-03,Monday,2023-04-09,Pacific peoples,0,0,0,0
2023-04-03,Monday,2023-04-09,Asian,0,0,0,0
2023-04-03,Monday,2023-04-09,European or Other,2,0.0706,1.4286,0.0504
2023-04-02,Sunday,2023-04-02,Maori,0,0,0.1429,0.0221
2023-04-02,Sunday,2023-04-02,Pacific peoples,0,0,0,0
2023-04-02,Sunday,2023-04-02,Asian,0,0,0,0
2023-04-02,Sunday,2023-04-02,European or Other,2,0.0706,1.4286,0.0504
2023-04-01,Saturday,2023-04-02,Maori,0,0,0.1429,0.0221
2023-04-01,Saturday,2023-04-02,Pacific peoples,0,0,0,0
2023-04-01,Saturday,2023-04-02,Asian,0,0,0,0
2023-04-01,Saturday,2023-04-02,European or Other,2,0.0706,1.8571,0.0655
2023-03-31,Friday,2023-04-02,Maori,0,0,0.1429,0.0221
2023-03-31,Friday,2023-04-02,Pacific peoples,0,0,0,0
2023-03-31,Friday,2023-04-02,Asian,0,0,0.1429,0.0239
2023-03-31,Friday,2023-04-02,European or Other,0,0,2.1429,0.0756
2023-03-30,Thursday,2023-04-02,Maori,0,0,0.1429,0.0221
2023-03-30,Thursday,2023-04-02,Pacific peoples,0,0,0,0
2023-03-30,Thursday,2023-04-02,Asian,0,0,0.1429,0.0239
2023-03-30,Thursday,2023-04-02,European or Other,2,0.0706,2.7143,0.0958
2023-03-29,Wednesday,2023-04-02,Maori,0,0,0.2857,0.0441
2023-03-29,Wednesday,2023-04-02,Pacific peoples,0,0,0.1429,0.0497
2023-03-29,Wednesday,2023-04-02,Asian,0,0,0.1429,0.0239
2023-03-29,Wednesday,2023-04-02,European or Other,2,0.0706,2.8571,0.1008
2023-03-28,Tuesday,2023-04-02,Maori,0,0,0.4286,0.0662
2023-03-28,Tuesday,2023-04-02,Pacific peoples,0,0,0.1429,0.0497
2023-03-28,Tuesday,2023-04-02,Asian,0,0,0.1429,0.0239
2023-03-28,Tuesday,2023-04-02,European or Other,0,0,2.8571,0.1008
2023-03-27,Monday,2023-04-02,Maori,1,0.1544,0.4286,0.0662
2023-03-27,Monday,2023-04-02,Pacific peoples,0,0,0.1429,0.0497
2023-03-27,Monday,2023-04-02,Asian,0,0,0.1429,0.0239
2023-03-27,Monday,2023-04-02,European or Other,2,0.0706,3,0.1059
2023-03-26,Sunday,2023-03-26,Maori,0,0,0.2857,0.0441
2023-03-26,Sunday,2023-03-26,Pacific peoples,0,0,0.1429,0.0497
2023-03-26,Sunday,2023-03-26,Asian,0,0,0.1429,0.0239
2023-03-26,Sunday,2023-03-26,European or Other,5,0.1764,2.7143,0.0958
2023-03-25,Saturday,2023-03-26,Maori,0,0,0.2857,0.0441
2023-03-25,Saturday,2023-03-26,Pacific peoples,0,0,0.1429,0.0497
2023-03-25,Saturday,2023-03-26,Asian,1,0.1672,0.1429,0.0239
2023-03-25,Saturday,2023-03-26,European or Other,4,0.1412,2.5714,0.0907
2023-03-24,Friday,2023-03-26,Maori,0,0,0.2857,0.0441
2023-03-24,Friday,2023-03-26,Pacific peoples,0,0,0.1429,0.0497
2023-03-24,Friday,2023-03-26,Asian,0,0,0,0
2023-03-24,Friday,2023-03-26,European or Other,4,0.1412,2.2857,0.0807
2023-03-23,Thursday,2023-03-26,Maori,1,0.1544,0.2857,0.0441
2023-03-23,Thursday,2023-03-26,Pacific peoples,1,0.3482,0.1429,0.0497
2023-03-23,Thursday,2023-03-26,Asian,0,0,0,0
2023-03-23,Thursday,2023-03-26,European or Other,3,0.1059,2,0.0706
2023-03-22,Wednesday,2023-03-26,Maori,1,0.1544,0.1429,0.0221
2023-03-22,Wednesday,2023-03-26,Pacific peoples,0,0,0,0
2023-03-22,Wednesday,2023-03-26,Asian,0,0,0,0
2023-03-22,Wednesday,2023-03-26,European or Other,2,0.0706,1.8571,0.0655
2023-03-21,Tuesday,2023-03-26,Maori,0,0,0.1429,0.0221
2023-03-21,Tuesday,2023-03-26,Pacific peoples,0,0,0,0
2023-03-21,Tuesday,2023-03-26,Asian,0,0,0,0
2023-03-21,Tuesday,2023-03-26,European or Other,1,0.0353,1.7143,0.0605
2023-03-20,Monday,2023-03-26,Maori,0,0,0.1429,0.0221
2023-03-20,Monday,2023-03-26,Pacific peoples,0,0,0,0
2023-03-20,Monday,2023-03-26,Asian,0,0,0,0
2023-03-20,Monday,2023-03-26,European or Other,0,0,1.8571,0.0655
2023-03-19,Sunday,2023-03-19,Maori,0,0,0.1429,0.0221
2023-03-19,Sunday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-19,Sunday,2023-03-19,Asian,0,0,0,0
2023-03-19,Sunday,2023-03-19,European or Other,4,0.1412,2,0.0706
2023-03-18,Saturday,2023-03-19,Maori,0,0,0.1429,0.0221
2023-03-18,Saturday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-18,Saturday,2023-03-19,Asian,0,0,0,0
2023-03-18,Saturday,2023-03-19,European or Other,2,0.0706,1.7143,0.0605
2023-03-17,Friday,2023-03-19,Maori,0,0,0.2857,0.0441
2023-03-17,Friday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-17,Friday,2023-03-19,Asian,0,0,0.1429,0.0239
2023-03-17,Friday,2023-03-19,European or Other,2,0.0706,1.5714,0.0555
2023-03-16,Thursday,2023-03-19,Maori,0,0,0.4286,0.0662
2023-03-16,Thursday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-16,Thursday,2023-03-19,Asian,0,0,0.1429,0.0239
2023-03-16,Thursday,2023-03-19,European or Other,2,0.0706,1.7143,0.0605
2023-03-15,Wednesday,2023-03-19,Maori,1,0.1544,0.4286,0.0662
2023-03-15,Wednesday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-15,Wednesday,2023-03-19,Asian,0,0,0.1429,0.0239
2023-03-15,Wednesday,2023-03-19,European or Other,1,0.0353,1.5714,0.0555
2023-03-14,Tuesday,2023-03-19,Maori,0,0,0.2857,0.0441
2023-03-14,Tuesday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-14,Tuesday,2023-03-19,Asian,0,0,0.1429,0.0239
2023-03-14,Tuesday,2023-03-19,European or Other,2,0.0706,1.5714,0.0555
2023-03-13,Monday,2023-03-19,Maori,0,0,0.2857,0.0441
2023-03-13,Monday,2023-03-19,Pacific peoples,0,0,0,0
2023-03-13,Monday,2023-03-19,Asian,0,0,0.1429,0.0239
2023-03-13,Monday,2023-03-19,European or Other,1,0.0353,1.2857,0.0454
2023-03-12,Sunday,2023-03-12,Maori,0,0,0.2857,0.0441
2023-03-12,Sunday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-12,Sunday,2023-03-12,Asian,0,0,0.1429,0.0239
2023-03-12,Sunday,2023-03-12,European or Other,2,0.0706,1.1429,0.0403
2023-03-11,Saturday,2023-03-12,Maori,1,0.1544,0.2857,0.0441
2023-03-11,Saturday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-11,Saturday,2023-03-12,Asian,1,0.1672,0.1429,0.0239
2023-03-11,Saturday,2023-03-12,European or Other,1,0.0353,1.2857,0.0454
2023-03-10,Friday,2023-03-12,Maori,1,0.1544,0.1429,0.0221
2023-03-10,Friday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-10,Friday,2023-03-12,Asian,0,0,0,0
2023-03-10,Friday,2023-03-12,European or Other,3,0.1059,1.2857,0.0454
2023-03-09,Thursday,2023-03-12,Maori,0,0,0,0
2023-03-09,Thursday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-09,Thursday,2023-03-12,Asian,0,0,0,0
2023-03-09,Thursday,2023-03-12,European or Other,1,0.0353,1.1429,0.0403
2023-03-08,Wednesday,2023-03-12,Maori,0,0,0,0
2023-03-08,Wednesday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-08,Wednesday,2023-03-12,Asian,0,0,0,0
2023-03-08,Wednesday,2023-03-12,European or Other,1,0.0353,1,0.0353
2023-03-07,Tuesday,2023-03-12,Maori,0,0,0,0
2023-03-07,Tuesday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-07,Tuesday,2023-03-12,Asian,0,0,0.1429,0.0239
2023-03-07,Tuesday,2023-03-12,European or Other,0,0,1,0.0353
2023-03-06,Monday,2023-03-12,Maori,0,0,0,0
2023-03-06,Monday,2023-03-12,Pacific peoples,0,0,0,0
2023-03-06,Monday,2023-03-12,Asian,0,0,0.1429,0.0239
2023-03-06,Monday,2023-03-12,European or Other,0,0,1,0.0353
2023-03-05,Sunday,2023-03-05,Maori,0,0,0,0
2023-03-05,Sunday,2023-03-05,Pacific peoples,0,0,0,0
2023-03-05,Sunday,2023-03-05,Asian,0,0,0.1429,0.0239
2023-03-05,Sunday,2023-03-05,European or Other,3,0.1059,1.1429,0.0403
2023-03-04,Saturday,2023-03-05,Maori,0,0,0,0
2023-03-04,Saturday,2023-03-05,Pacific peoples,0,0,0,0
2023-03-04,Saturday,2023-03-05,Asian,0,0,0.1429,0.0239
2023-03-04,Saturday,2023-03-05,European or Other,1,0.0353,0.7143,0.0252
2023-03-03,Friday,2023-03-05,Maori,0,0,0.1429,0.0221
2023-03-03,Friday,2023-03-05,Pacific peoples,0,0,0,0
2023-03-03,Friday,2023-03-05,Asian,0,0,0.1429,0.0239
2023-03-03,Friday,2023-03-05,European or Other,2,0.0706,1,0.0353
